나이,지역,직업경력,경력년수,참여형식,플랫폼 실적,마케터 파워지수,등급,age,career,plat,region,parti
70대,충북,"전기,육류,소프트웨어",3~4년,부업,R4-2,39.0,A등급,70,3,3525,6,6.0
60대,경남,"제품,개발,가공",11~12년,부업,R4-1,39.0,A등급,68,11,871,6,6.0
60대,전북,"도매,플라스틱,의료",7~8년,부업,R4-1,39.0,A등급,62,7,968,6,6.0
70대,대전,"전기,통신,자동차",11~12년,부업,R4-2,39.0,A등급,70,11,1973,6,6.0
70대,충북,"화물,소프트웨어",13~14년,전업,R3,39.0,A등급,85,13,282,6,12.0
70대,강원,"도매,제조업,서비스업",19년 이상,부업,R4-2,39.0,A등급,76,19,2053,6,6.0
30대,충남,"도매,화물,기계",9~10년,전업,R1,39.0,A등급,32,9,16,6,12.0
30대,강원,"자동차,육류,기계",9~10년,전업,R1,39.0,A등급,35,9,46,6,12.0
30대,강원,"금속,건물,가공",1~2년,부업,R3,39.0,A등급,34,1,459,6,6.0
70대,울산,"통신,서비스업",1~2년,전업,R3,39.0,A등급,81,1,258,6,12.0
60대,강원,"도매,기타,건설업",9~10년,부업,R4-1,39.0,A등급,67,9,673,6,6.0
30대,충남,"금속,제품,개발,육류",15~16년,부업,R3,39.0,A등급,38,15,444,6,6.0
30대,대전,"서비스업,기계,가공",1~2년,부업,R3,39.0,A등급,35,1,255,6,6.0
60대,부산,"제품,개발,제조업,서비스업",3~4년,부업,R4-1,39.0,A등급,65,3,620,6,6.0
30대,충남,"운송업,플라스틱,육류",5~6년,전업,R1,39.0,A등급,31,5,45,6,12.0
60대,광주,"기타,화물,서비스업",1~2년,부업,R4-1,39.0,A등급,67,1,987,6,6.0
60대,강원,"금속,화물,소프트웨어",3~4년,부업,R4-1,39.0,A등급,64,3,590,6,6.0
70대,강원,"도매,기계,건설업",11~12년,전업,R3,39.0,A등급,89,11,154,6,12.0
70대,부산,"금속,가공",7~8년,부업,R4-2,39.0,A등급,79,7,2484,6,6.0
70대,경기,"도매,전기,기계",15~16년,부업,R2,39.0,A등급,82,15,53,14,6.0
60대,강원,"자동차,기계,가공",1~2년,부업,R4-1,39.0,A등급,64,1,724,6,6.0
30대,강원,"자동차,통신,화물",7~8년,전업,R1,39.0,A등급,33,7,48,6,12.0
60대,대구,"건설업,제조업,육류",5~6년,부업,R4-1,39.0,A등급,68,5,832,6,6.0
30대,인천,"플라스틱,건설업,가공",17~18년,부업,R3,39.0,A등급,36,17,187,6,6.0
70대,부산,"자동차,화물,건물",3~4년,전업,R3,39.0,A등급,85,3,214,6,12.0
30대,전북,"서비스업,육류",5~6년,전업,R1,39.0,A등급,32,5,43,6,12.0
30대,전남,"운송업,제품,개발,제조업",19년 이상,부업,R3,39.0,A등급,31,22,419,6,6.0
60대,광주,"전기,자동차,소프트웨어",3~4년,부업,R4-1,39.0,A등급,60,3,763,6,6.0
70대,부산,"가공,서비스업,화물",9~10년,부업,R4-2,39.0,A등급,86,9,4441,6,6.0
70대,전남,"제조업,기계,의료",7~8년,부업,R4-2,39.0,A등급,85,7,2968,6,6.0
70대,경기,"기타,화물,건물",17~18년,부업,R2,39.0,A등급,79,17,77,14,6.0
70대,부산,"기타,건설업",3~4년,전업,R3,39.0,A등급,85,3,468,6,12.0
30대,울산,"자동차,기타,건설업",17~18년,부업,R3,39.0,A등급,30,17,386,6,6.0
30대,광주,"전기,통신,서비스업",11~12년,부업,R3,39.0,A등급,33,11,368,6,6.0
30대,광주,"서비스업,건물,가공",19년 이상,부업,R3,39.0,A등급,38,23,170,6,6.0
70대,경북,"운송업,자동차,의료",1~2년,부업,R4-2,39.0,A등급,80,1,3850,6,6.0
70대,경북,"전기,육류,기계",7~8년,전업,R3,39.0,A등급,87,7,341,6,12.0
70대,강원,"전기,금속,기타",1~2년,부업,R4-2,39.0,A등급,86,1,3915,6,6.0
30대,전남,"자동차,금속",1~2년,부업,R3,39.0,A등급,38,1,387,6,6.0
30대,충남,"운송업,통신",7~8년,부업,R3,39.0,A등급,36,7,358,6,6.0
60대,대구,"플라스틱,제조업",5~6년,부업,R4-1,39.0,A등급,61,5,936,6,6.0
70대,인천,"운송업,제조업,육류",13~14년,부업,R4-2,39.0,A등급,81,13,3495,6,6.0
60대,충남,"금속,기타,기계",1~2년,부업,R4-1,39.0,A등급,63,1,827,6,6.0
30대,대전,"금속,건설업",1~2년,부업,R3,39.0,A등급,31,1,455,6,6.0
70대,광주,"전기,통신,의료",17~18년,부업,R4-2,39.0,A등급,83,17,4872,6,6.0
70대,경남,"육류,서비스업,건물",3~4년,부업,R4-2,39.0,A등급,71,3,3800,6,6.0
60대,부산,"건설업,제품,개발,기계",13~14년,부업,R4-1,39.0,A등급,61,13,991,6,6.0
30대,충남,"의료,기계,가공",17~18년,부업,R3,39.0,A등급,31,17,185,6,6.0
60대,전남,"도매,금속,제품,개발",17~18년,부업,R4-1,39.0,A등급,60,17,635,6,6.0
70대,대전,"금속,제조업,서비스업",19년 이상,전업,R3,39.0,A등급,84,25,272,6,12.0
70대,울산,"기계,플라스틱,건물",13~14년,부업,R4-2,39.0,A등급,83,13,3816,6,6.0
30대,울산,"자동차,통신,소프트웨어",11~12년,부업,R3,39.0,A등급,36,11,417,6,6.0
70대,강원,"플라스틱,건물",17~18년,전업,R3,39.0,A등급,82,17,257,6,12.0
60대,전북,"플라스틱,건물",13~14년,부업,R4-1,39.0,A등급,67,13,958,6,6.0
30대,대구,"소프트웨어,제품,개발,의료",9~10년,부업,R3,39.0,A등급,37,9,377,6,6.0
70대,전북,"제품,개발,건물,의료",15~16년,전업,R3,39.0,A등급,78,15,416,6,12.0
70대,전남,"금속,기타,소프트웨어",13~14년,전업,R3,39.0,A등급,74,13,236,6,12.0
30대,인천,"도매,통신,육류",7~8년,부업,R3,39.0,A등급,34,7,431,6,6.0
60대,대전,"통신,제조업,의료",9~10년,부업,R4-1,39.0,A등급,63,9,967,6,6.0
70대,인천,"화물,육류,가공",1~2년,부업,R4-2,39.0,A등급,77,1,1107,6,6.0
30대,경남,"기타,제품,개발,의료",3~4년,전업,R1,39.0,A등급,36,3,29,6,12.0
30대,대전,"전기,제품,개발,가공",9~10년,부업,R3,39.0,A등급,33,9,497,6,6.0
30대,경남,"의료,건물,소프트웨어",13~14년,부업,R3,39.0,A등급,33,13,204,6,6.0
30대,경북,"제품,개발,서비스업,소프트웨어",13~14년,부업,R3,39.0,A등급,31,13,339,6,6.0
30대,충남,"전기,자동차,의료",9~10년,부업,R3,39.0,A등급,36,9,237,6,6.0
30대,충남,"전기,서비스업,건물",11~12년,부업,R3,39.0,A등급,33,11,390,6,6.0
30대,충북,"전기,제조업,서비스업",13~14년,부업,R3,39.0,A등급,37,13,134,6,6.0
30대,충북,"운송업,기계,건물",11~12년,부업,R3,39.0,A등급,32,11,236,6,6.0
60대,광주,"도매,자동차",19년 이상,부업,R4-1,39.0,A등급,67,20,629,6,6.0
70대,강원,"통신,자동차",13~14년,부업,R4-2,39.0,A등급,82,13,4735,6,6.0
70대,경북,"금속,기타,서비스업",13~14년,전업,R3,39.0,A등급,79,13,301,6,12.0
70대,대구,"건물,건설업,의료",17~18년,전업,R3,39.0,A등급,71,17,235,6,12.0
70대,경기,"도매,운송업,자동차",15~16년,부업,R2,39.0,A등급,81,15,59,14,6.0
70대,경북,"플라스틱,제조업,소프트웨어",15~16년,전업,R3,39.0,A등급,72,15,378,6,12.0
60대,대구,"기타,제조업,건물",5~6년,부업,R4-1,39.0,A등급,68,5,877,6,6.0
60대,인천,"화물,제조업,소프트웨어",11~12년,부업,R4-1,39.0,A등급,61,11,748,6,6.0
30대,경남,"제품,개발,서비스업,기계",11~12년,전업,R1,39.0,A등급,35,11,49,6,12.0
30대,강원,"전기,통신,기계",13~14년,부업,R3,39.0,A등급,36,13,228,6,6.0
70대,인천,"가공,의료",7~8년,부업,R4-2,39.0,A등급,71,7,2092,6,6.0
70대,전북,"통신,화물,가공",11~12년,전업,R3,39.0,A등급,84,11,341,6,12.0
30대,강원,"전기,통신,의료",7~8년,부업,R3,39.0,A등급,36,7,108,6,6.0
70대,인천,"화물,서비스업",7~8년,부업,R4-2,39.0,A등급,89,7,2618,6,6.0
60대,전북,"전기,운송업,제조업",17~18년,부업,R4-1,39.0,A등급,65,17,871,6,6.0
70대,경기,"가공,건설업,의료",1~2년,부업,R2,39.0,A등급,86,1,84,14,6.0
70대,경북,"통신,서비스업,건물",5~6년,부업,R4-2,39.0,A등급,88,5,3461,6,6.0
30대,울산,"전기,제품,개발,소프트웨어",5~6년,전업,R1,39.0,A등급,30,5,42,6,12.0
60대,강원,"운송업,의료",15~16년,부업,R4-1,39.0,A등급,64,15,964,6,6.0
30대,광주,"전기,플라스틱,가공",5~6년,부업,R3,39.0,A등급,36,5,316,6,6.0
70대,강원,"도매,금속,제조업",1~2년,부업,R4-2,39.0,A등급,87,1,2588,6,6.0
30대,울산,"플라스틱,의료",9~10년,전업,R1,39.0,A등급,35,9,13,6,12.0
70대,인천,"자동차,제품,개발,통신",11~12년,전업,R3,39.0,A등급,77,11,482,6,12.0
60대,광주,"통신,서비스업,소프트웨어",17~18년,부업,R4-1,39.0,A등급,64,17,755,6,6.0
30대,부산,"통신,기타,제품,개발",7~8년,전업,R1,39.0,A등급,34,7,28,6,12.0
30대,울산,"플라스틱,가공,의료",11~12년,부업,R3,39.0,A등급,32,11,152,6,6.0
30대,충북,"전기,제조업,화물",13~14년,부업,R3,39.0,A등급,35,13,113,6,6.0
70대,경남,"제품,개발,기계,가공",3~4년,전업,R3,39.0,A등급,77,3,135,6,12.0
70대,전북,"도매,건물,소프트웨어",1~2년,전업,R3,39.0,A등급,75,1,222,6,12.0
70대,울산,"제조업,건물,가공",9~10년,부업,R4-2,39.0,A등급,83,9,1195,6,6.0
60대,강원,"플라스틱,화물,제품,개발",1~2년,부업,R4-1,39.0,A등급,64,1,840,6,6.0
70대,광주,"통신,플라스틱,기계",7~8년,부업,R4-2,39.0,A등급,72,7,4347,6,6.0
30대,부산,"의료,통신,소프트웨어",5~6년,부업,R3,39.0,A등급,37,5,175,6,6.0
30대,경북,"도매,기계",11~12년,부업,R3,39.0,A등급,32,11,291,6,6.0
60대,전북,"플라스틱,의료",11~12년,부업,R4-1,39.0,A등급,62,11,991,6,6.0
30대,경남,"기타,플라스틱,소프트웨어",9~10년,전업,R1,39.0,A등급,35,9,2,6,12.0
30대,대구,"기계,건물,소프트웨어",15~16년,전업,R1,39.0,A등급,30,15,15,6,12.0
60대,강원,"도매,기타,건설업",7~8년,부업,R4-1,39.0,A등급,66,7,712,6,6.0
30대,대전,"운송업,가공",19년 이상,부업,R3,39.0,A등급,30,19,181,6,6.0
70대,부산,"전기,자동차,제품,개발",7~8년,부업,R4-2,39.0,A등급,79,7,4730,6,6.0
70대,전남,"도매,자동차,화물",3~4년,전업,R3,39.0,A등급,81,3,281,6,12.0
70대,대전,"금속,제품,개발,육류",17~18년,부업,R4-2,39.0,A등급,70,17,3156,6,6.0
70대,충북,"기타,서비스업,소프트웨어",3~4년,부업,R4-2,39.0,A등급,73,3,3678,6,6.0
70대,충북,"전기,제품,개발,서비스업",7~8년,전업,R3,39.0,A등급,80,7,131,6,12.0
30대,충남,"전기,자동차,제품,개발",3~4년,전업,R1,39.0,A등급,31,3,41,6,12.0
30대,경북,"전기,기타,기계",5~6년,전업,R1,39.0,A등급,30,5,1,6,12.0
30대,경남,"플라스틱,기계,가공",1~2년,전업,R1,39.0,A등급,38,1,20,6,12.0
70대,인천,"도매,플라스틱,화물",5~6년,전업,R3,39.0,A등급,85,5,358,6,12.0
30대,부산,"건설업,금속,기계",7~8년,전업,R1,39.0,A등급,36,7,24,6,12.0
60대,경북,"제품,개발,기계",19년 이상,부업,R4-1,39.0,A등급,67,23,804,6,6.0
30대,경북,"금속,기타,소프트웨어",3~4년,부업,R3,39.0,A등급,36,3,473,6,6.0
70대,대구,"도매,플라스틱,기계",17~18년,부업,R4-2,39.0,A등급,89,17,1139,6,6.0
60대,경남,"운송업,통신",19년 이상,부업,R4-1,39.0,A등급,66,27,949,6,6.0
30대,대구,"도매,육류,의료",15~16년,부업,R3,39.0,A등급,37,15,411,6,6.0
30대,전남,"건물,기타,플라스틱",19년 이상,부업,R3,39.0,A등급,38,28,240,6,6.0
70대,경기,"기계,제조업,건물",11~12년,부업,R2,39.0,A등급,73,11,88,14,6.0
60대,인천,"도매,제품,개발,플라스틱",5~6년,부업,R4-1,39.0,A등급,61,5,810,6,6.0
70대,경북,"통신,기계,건물",3~4년,부업,R4-2,39.0,A등급,78,3,3693,6,6.0
70대,전남,"금속,제품,개발,제조업",15~16년,부업,R4-2,39.0,A등급,72,15,1924,6,6.0
70대,경북,"통신,가공",13~14년,부업,R4-2,39.0,A등급,85,13,3589,6,6.0
30대,충북,"기타,화물,육류",19년 이상,부업,R3,39.0,A등급,32,26,280,6,6.0
70대,충남,"운송업,자동차,플라스틱",19년 이상,전업,R3,39.0,A등급,88,27,476,6,12.0
30대,대전,"도매,육류,건물",5~6년,부업,R3,39.0,A등급,33,5,463,6,6.0
70대,대구,"제조업,서비스업,의료",7~8년,전업,R3,39.0,A등급,89,7,405,6,12.0
30대,광주,"운송업,기계,소프트웨어",13~14년,부업,R3,39.0,A등급,37,13,367,6,6.0
30대,울산,"통신,제품,개발,가공",3~4년,전업,R1,39.0,A등급,31,3,19,6,12.0
30대,경북,"건설업,서비스업,건물",3~4년,전업,R1,39.0,A등급,35,3,29,6,12.0
70대,경남,"전기,건물,가공",13~14년,부업,R4-2,39.0,A등급,77,13,1153,6,6.0
60대,충북,"도매,육류,기계",9~10년,부업,R4-1,39.0,A등급,68,9,742,6,6.0
30대,부산,"기타,서비스업,건물",15~16년,부업,R3,39.0,A등급,32,15,187,6,6.0
70대,경기,"기타,화물,제품,개발",17~18년,부업,R2,39.0,A등급,75,17,98,14,6.0
70대,광주,"전기,운송업,의료",5~6년,전업,R3,39.0,A등급,72,5,270,6,12.0
70대,충북,"통신,기타,의료",11~12년,부업,R4-2,39.0,A등급,80,11,4825,6,6.0
60대,충남,"통신,제품,개발,건물",1~2년,부업,R4-1,39.0,A등급,63,1,950,6,6.0
30대,전북,"통신,제조업,기계",7~8년,부업,R3,39.0,A등급,38,7,230,6,6.0
60대,충남,"운송업,금속",1~2년,부업,R4-1,39.0,A등급,62,1,523,6,6.0
60대,대구,"도매,운송업,기계",13~14년,부업,R4-1,39.0,A등급,67,13,693,6,6.0
30대,충남,"가공,서비스업,소프트웨어",1~2년,전업,R1,39.0,A등급,38,1,32,6,12.0
60대,강원,"플라스틱,서비스업,건설업",9~10년,부업,R4-1,39.0,A등급,64,9,642,6,6.0
70대,충북,"전기,기계,의료",3~4년,부업,R4-2,39.0,A등급,71,3,2609,6,6.0
60대,인천,"운송업,기계,의료",9~10년,부업,R4-1,39.0,A등급,63,9,945,6,6.0
30대,경북,"화물,기계,가공",3~4년,전업,R1,39.0,A등급,31,3,42,6,12.0
30대,광주,"건물,소프트웨어",1~2년,부업,R3,39.0,A등급,35,1,439,6,6.0
30대,전북,"운송업,서비스업,기계",7~8년,부업,R3,39.0,A등급,31,7,365,6,6.0
70대,경북,"기타,화물,기계",3~4년,전업,R3,39.0,A등급,81,3,340,6,12.0
30대,부산,"도매,기계,가공",17~18년,부업,R3,39.0,A등급,32,17,275,6,6.0
60대,전남,"기타,제조업,소프트웨어",5~6년,부업,R4-1,39.0,A등급,68,5,564,6,6.0
30대,충남,"도매,통신,의료",1~2년,부업,R3,39.0,A등급,38,1,187,6,6.0
70대,전북,"제조업,건물,소프트웨어",15~16년,부업,R4-2,39.0,A등급,72,15,1164,6,6.0
70대,울산,"제조업,화물",13~14년,부업,R4-2,39.0,A등급,79,13,4283,6,6.0
30대,충북,"전기,금속,플라스틱",7~8년,전업,R1,39.0,A등급,37,7,39,6,12.0
70대,경기,"전기,금속,육류",5~6년,부업,R2,39.0,A등급,85,5,55,14,6.0
30대,전남,"전기,제품,개발,육류",3~4년,부업,R3,39.0,A등급,35,3,154,6,6.0
70대,부산,"운송업,기타,제조업",3~4년,전업,R3,39.0,A등급,76,3,108,6,12.0
70대,강원,"자동차,육류,소프트웨어",17~18년,부업,R4-2,39.0,A등급,79,17,1353,6,6.0
70대,전남,"화물,서비스업,육류",15~16년,부업,R4-2,39.0,A등급,89,15,3053,6,6.0
30대,전북,"플라스틱,제조업,화물",19년 이상,전업,R1,39.0,A등급,38,29,16,6,12.0
70대,충남,"금속,제품,개발,가공",15~16년,부업,R4-2,39.0,A등급,80,15,3915,6,6.0
30대,대전,"통신,육류,소프트웨어",3~4년,전업,R1,39.0,A등급,35,3,21,6,12.0
60대,전북,"운송업,플라스틱,건물",19년 이상,부업,R4-1,39.0,A등급,61,22,903,6,6.0
60대,울산,"도매,자동차,의료",1~2년,부업,R4-1,39.0,A등급,61,1,544,6,6.0
30대,전북,"금속,자동차,플라스틱",7~8년,부업,R3,39.0,A등급,30,7,222,6,6.0
30대,충남,"통신,제조업,소프트웨어",17~18년,전업,R1,39.0,A등급,34,17,8,6,12.0
30대,대전,"운송업,제품,개발,서비스업",9~10년,전업,R1,39.0,A등급,37,9,16,6,12.0
60대,부산,"기타,화물,제품,개발",1~2년,부업,R4-1,39.0,A등급,67,1,601,6,6.0
30대,경남,"도매,제품,개발,육류",17~18년,부업,R3,39.0,A등급,36,17,482,6,6.0
70대,광주,"통신,제품,개발,가공",13~14년,부업,R4-2,39.0,A등급,76,13,2902,6,6.0
70대,대전,"운송업,제품,개발,육류",13~14년,부업,R4-2,39.0,A등급,84,13,4682,6,6.0
60대,광주,"전기,통신,제품,개발",5~6년,부업,R4-1,39.0,A등급,63,5,814,6,6.0
60대,경북,"서비스업,기계,의료",7~8년,부업,R4-1,39.0,A등급,60,7,753,6,6.0
70대,충남,"통신,플라스틱,기타",5~6년,부업,R4-2,39.0,A등급,76,5,1849,6,6.0
30대,부산,"금속,기계,육류",19년 이상,부업,R3,39.0,A등급,30,28,487,6,6.0
30대,부산,"육류,의료",19년 이상,부업,R3,39.0,A등급,37,24,415,6,6.0
60대,인천,"운송업,금속,전기",15~16년,부업,R4-1,39.0,A등급,62,15,609,6,6.0
60대,강원,"도매,통신,소프트웨어",3~4년,부업,R4-1,39.0,A등급,61,3,640,6,6.0
70대,경남,"도매,제품,개발,소프트웨어",9~10년,전업,R3,39.0,A등급,80,9,487,6,12.0
30대,충남,"운송업,금속,기타",11~12년,전업,R1,39.0,A등급,38,11,25,6,12.0
60대,충남,"도매,의료",13~14년,부업,R4-1,39.0,A등급,61,13,754,6,6.0
70대,광주,"통신,제품,개발,건설업",9~10년,부업,R4-2,39.0,A등급,79,9,4085,6,6.0
60대,광주,"건설업,금속,기계",9~10년,부업,R4-1,39.0,A등급,68,9,895,6,6.0
30대,인천,"운송업,제품,개발,소프트웨어",19년 이상,부업,R3,39.0,A등급,36,29,121,6,6.0
70대,울산,"전기,통신,소프트웨어",15~16년,부업,R4-2,39.0,A등급,71,15,2617,6,6.0
30대,전북,"소프트웨어,서비스업,의료",9~10년,전업,R1,39.0,A등급,37,9,42,6,12.0
70대,광주,"소프트웨어,기계,가공",17~18년,부업,R4-2,39.0,A등급,82,17,4355,6,6.0
70대,충북,"도매,운송업,통신",9~10년,부업,R4-2,39.0,A등급,84,9,3126,6,6.0
30대,대구,"도매,플라스틱,건물",3~4년,전업,R1,39.0,A등급,36,3,35,6,12.0
70대,전북,"금속,육류,소프트웨어",9~10년,부업,R4-2,39.0,A등급,83,9,2614,6,6.0
30대,광주,"도매,자동차,화물",15~16년,부업,R3,39.0,A등급,34,15,448,6,6.0
30대,광주,"운송업,기계",13~14년,전업,R1,39.0,A등급,35,13,43,6,12.0
30대,충북,"기타,서비스업,건물",7~8년,전업,R1,39.0,A등급,30,7,36,6,12.0
70대,충남,"화물,소프트웨어",3~4년,부업,R4-2,39.0,A등급,75,3,3210,6,6.0
30대,인천,"자동차,제품,개발,기타",19년 이상,전업,R1,39.0,A등급,34,26,40,6,12.0
70대,대구,"통신,금속,화물",1~2년,전업,R3,39.0,A등급,77,1,435,6,12.0
60대,울산,"자동차,화물,육류",17~18년,부업,R4-1,39.0,A등급,64,17,744,6,6.0
30대,경남,"플라스틱,건물",7~8년,부업,R3,39.0,A등급,31,7,271,6,6.0
70대,광주,"화물,서비스업,의료",7~8년,부업,R4-2,39.0,A등급,73,7,2648,6,6.0
60대,대전,"도매,제품,개발,소프트웨어",9~10년,부업,R4-1,39.0,A등급,67,9,829,6,6.0
30대,울산,"플라스틱,제품,개발,가공",17~18년,전업,R1,39.0,A등급,31,17,12,6,12.0
70대,경남,"전기,제품,개발,기계",15~16년,부업,R4-2,39.0,A등급,70,15,1046,6,6.0
70대,충북,"건설업,제품,개발,건물",15~16년,전업,R3,39.0,A등급,73,15,223,6,12.0
70대,경기,"운송업,소프트웨어",15~16년,부업,R2,39.0,A등급,75,15,85,14,6.0
30대,전북,"통신,플라스틱,소프트웨어",17~18년,부업,R3,39.0,A등급,36,17,283,6,6.0
70대,경기,"금속,플라스틱,제품,개발",7~8년,부업,R2,39.0,A등급,81,7,52,14,6.0
30대,경남,"건물,금속,건설업",19년 이상,전업,R1,39.0,A등급,34,25,47,6,12.0
70대,충남,"제조업,서비스업,소프트웨어",11~12년,부업,R4-2,39.0,A등급,81,11,1456,6,6.0
30대,부산,"제조업,화물,의료",19년 이상,전업,R1,39.0,A등급,36,21,48,6,12.0
60대,강원,"운송업,화물,가공",7~8년,부업,R4-1,39.0,A등급,68,7,550,6,6.0
60대,인천,"전기,통신,제조업",19년 이상,부업,R4-1,39.0,A등급,62,27,880,6,6.0
30대,광주,"제품,개발,화물,건물",13~14년,전업,R1,39.0,A등급,37,13,18,6,12.0
70대,광주,"기타,서비스업,화물",7~8년,부업,R4-2,39.0,A등급,83,7,4672,6,6.0
30대,경남,"제품,개발,서비스업,소프트웨어",5~6년,부업,R3,39.0,A등급,33,5,450,6,6.0
60대,강원,"서비스업,화물",13~14년,부업,R4-1,39.0,A등급,66,13,761,6,6.0
70대,부산,"도매,화물",19년 이상,부업,R4-2,39.0,A등급,75,23,2298,6,6.0
30대,전남,"전기,화물,건물",11~12년,부업,R3,39.0,A등급,30,11,459,6,6.0
60대,인천,"자동차,플라스틱,소프트웨어",19년 이상,부업,R4-1,39.0,A등급,63,24,692,6,6.0
30대,경북,"도매,화물,서비스업",1~2년,전업,R1,39.0,A등급,32,1,10,6,12.0
70대,인천,"도매,육류,소프트웨어",17~18년,부업,R4-2,39.0,A등급,73,17,1648,6,6.0
70대,울산,"건물,육류,의료",17~18년,전업,R3,39.0,A등급,89,17,228,6,12.0
30대,인천,"제품,개발,기타,의료",15~16년,부업,R3,39.0,A등급,38,15,423,6,6.0
70대,울산,"통신,서비스업,가공",3~4년,부업,R4-2,39.0,A등급,88,3,2650,6,6.0
70대,부산,"도매,제품,개발,기계",9~10년,부업,R4-2,39.0,A등급,72,9,1973,6,6.0
30대,경남,"도매,플라스틱,화물",3~4년,전업,R1,39.0,A등급,31,3,1,6,12.0
60대,울산,"기타,서비스업",13~14년,부업,R4-1,39.0,A등급,64,13,961,6,6.0
70대,충남,"금속,건설업,의료",11~12년,부업,R4-2,39.0,A등급,83,11,2252,6,6.0
30대,경남,"전기,기타,육류",17~18년,전업,R1,39.0,A등급,38,17,23,6,12.0
70대,경북,"운송업,건설업,의료",15~16년,전업,R3,39.0,A등급,79,15,298,6,12.0
30대,광주,"전기,제조업,의료",15~16년,전업,R1,39.0,A등급,33,15,38,6,12.0
70대,전남,"제품,개발,서비스업,가공",3~4년,부업,R4-2,39.0,A등급,84,3,2351,6,6.0
30대,경남,"전기,건설업,의료",1~2년,전업,R1,39.0,A등급,32,1,42,6,12.0
60대,광주,"운송업,제조업,서비스업",5~6년,부업,R4-1,39.0,A등급,61,5,828,6,6.0
70대,충남,"도매,제조업,의료",1~2년,전업,R3,39.0,A등급,85,1,282,6,12.0
70대,경기,"전기,제조업,기계",19년 이상,부업,R2,39.0,A등급,88,19,98,14,6.0
70대,광주,"전기,기타",3~4년,부업,R4-2,39.0,A등급,83,3,2396,6,6.0
70대,강원,"전기,건설업,건물",19년 이상,부업,R4-2,39.0,A등급,74,20,2388,6,6.0
30대,울산,"통신,자동차,건물",19년 이상,전업,R1,39.0,A등급,35,25,2,6,12.0
30대,충북,"운송업,건설업",15~16년,전업,R1,39.0,A등급,38,15,41,6,12.0
60대,부산,"통신,플라스틱,건설업",17~18년,부업,R4-1,39.0,A등급,66,17,598,6,6.0
30대,대전,"도매,육류,소프트웨어",19년 이상,부업,R3,39.0,A등급,31,28,196,6,6.0
30대,부산,"전기,금속,플라스틱",11~12년,전업,R1,39.0,A등급,34,11,9,6,12.0
70대,대구,"소프트웨어,자동차,의료",9~10년,전업,R3,39.0,A등급,81,9,285,6,12.0
60대,충남,"제조업,건설업,소프트웨어",1~2년,부업,R4-1,39.0,A등급,67,1,537,6,6.0
60대,전북,"전기,제조업,서비스업",1~2년,부업,R4-1,39.0,A등급,68,1,624,6,6.0
30대,경남,"건물,육류,의료",1~2년,전업,R1,39.0,A등급,37,1,32,6,12.0
70대,대전,"운송업,제조업,건설업",7~8년,부업,R4-2,39.0,A등급,88,7,3052,6,6.0
70대,경기,"금속,통신,육류",1~2년,부업,R2,39.0,A등급,72,1,83,14,6.0
60대,충북,"제품,개발,가공",19년 이상,부업,R4-1,39.0,A등급,68,24,707,6,6.0
50대,대구,"도매,운송업,육류",15~16년,부업,R2,38.5,A등급,52,15,81,6,6.0
50대,인천,"건물,운송업,기계",7~8년,부업,R2,38.5,A등급,53,7,72,6,6.0
50대,인천,"전기,제품,개발,육류",11~12년,부업,R2,38.5,A등급,54,11,88,6,6.0
50대,경북,"제조업,기계",11~12년,부업,R2,38.5,A등급,56,11,55,6,6.0
50대,대전,"금속,서비스업,소프트웨어",5~6년,부업,R2,38.5,A등급,58,5,65,6,6.0
50대,충남,"운송업,제품,개발,가공",17~18년,부업,R2,38.5,A등급,53,17,66,6,6.0
50대,광주,"전기,자동차,기계",15~16년,부업,R2,38.5,A등급,51,15,75,6,6.0
50대,대전,"건물,가공",11~12년,부업,R2,38.5,A등급,50,11,60,6,6.0
50대,경북,"전기,가공",7~8년,부업,R2,38.5,A등급,58,7,77,6,6.0
50대,대구,"전기,기타,도매",19년 이상,부업,R2,38.5,A등급,50,25,79,6,6.0
50대,경남,"플라스틱,소프트웨어",15~16년,부업,R2,38.5,A등급,54,15,82,6,6.0
50대,대구,"화물,건물,소프트웨어",11~12년,부업,R2,38.5,A등급,58,11,62,6,6.0
50대,전남,"통신,제조업",7~8년,부업,R2,38.5,A등급,53,7,69,6,6.0
50대,부산,"자동차,플라스틱,통신",15~16년,부업,R2,38.5,A등급,54,15,79,6,6.0
50대,충북,"운송업,금속,소프트웨어",17~18년,부업,R2,38.5,A등급,52,17,94,6,6.0
50대,경남,"건물,운송업,건설업",5~6년,부업,R2,38.5,A등급,58,5,82,6,6.0
50대,강원,"운송업,서비스업,화물",7~8년,부업,R2,38.5,A등급,53,7,75,6,6.0
50대,부산,"화물,서비스업,의료",11~12년,부업,R2,38.5,A등급,54,11,86,6,6.0
50대,전남,"전기,플라스틱,기계",17~18년,부업,R2,38.5,A등급,56,17,93,6,6.0
50대,경북,"제조업,육류,의료",9~10년,부업,R2,38.5,A등급,58,9,73,6,6.0
50대,경남,"전기,통신,운송업",5~6년,부업,R2,38.5,A등급,51,5,68,6,6.0
50대,울산,"서비스업,건설업,가공",1~2년,부업,R2,38.5,A등급,51,1,52,6,6.0
50대,인천,"전기,자동차,기계",7~8년,부업,R2,38.5,A등급,57,7,72,6,6.0
